zone_key,event_count,transformer_events,line_events,avg_transformer_capacity_mva,avg_line_capacity_kv,avg_ev_distance_km,lat,lon,dominant_resource,mean_load_2024_mw,mean_stress,mean_predicted_ev_mw,graph_degree,graph_betweenness
Suzlon Kurugodu,2,1,1,,110.0,158.9992053,15.4008578,76.8772783,thermal,,,,2,0.03379210675093931
TUMKUR,3195,588,2540,30.183627204030227,146.23779527559054,,,,thermal,,,,85,0.052456119752835616
TUMKUR LINE,194,0,188,,156.09574468085106,,,,thermal,,,,57,0.2482271537765982
TUMKUR TRANSFORMER,56,0,55,,98.07272727272728,,,,thermal,,,,18,0.04012634164445431
Takalaki,54,20,34,11.0,110.0,20.62683827,16.9324883,75.567516,thermal,,,,2,0.0
Talagawara,5,0,5,,66.0,32.49884087,13.3138327,77.9830091,thermal,,,,1,0.0
Talaguppa,12,0,12,,370.0,47.44501284999999,14.201788,74.9025331,hydro,,,,3,0.0
Talavadi,7,0,7,,110.0,88.06881147,11.7645485,77.004468,thermal,,,,2,0.0
Talikoti,32,21,11,12.380952380952381,101.0,71.3444264,16.4818615,76.2893773,thermal,,,,4,0.0
Tamaka,39,0,39,,66.0,49.24684242,13.1259736,78.1607741,thermal,,,,4,0.0
Tarihal,35,12,23,15.0,110.0,83.87268857,15.3651484,75.0497672,thermal,,,,3,0.0
Taripura,12,2,10,,66.0,66.74372246,12.3672175,76.7495917,thermal,,,,3,0.0037782280079641612
Tekkalkote,23,0,23,,110.0,146.135606,15.518070699999999,76.880122,thermal,,,,1,0.0
Telecom Layout Substation,2,0,2,,66.0,2.64874576,12.9668659,77.5458925,thermal,,,,1,0.0
Terakanambi,4,0,4,,66.0,99.68476113,11.8011083,76.7953713,thermal,,,,1,0.0
Terdal,70,24,46,20.0,110.0,78.80202601,16.4874006,75.0586777,thermal,,,,3,0.0
Thimmanahalli,16,1,15,10.0,212.66666666666666,65.77261293,13.5406625,76.6434494,thermal,,,,1,0.0
Tikota,51,15,36,20.0,110.0,21.22411506,16.8388603,75.5181642,thermal,,,,4,0.0
Tiptur,8,0,8,,220.0,48.1574094,13.2651772,76.466731,thermal,,,,2,0.0
Todalbagi,17,8,9,15.0,110.0,36.79225622,16.6291901,75.4283961,thermal,,,,3,0.0
Togarshi,1,0,1,,110.0,43.12428485,14.457093,75.2030352,thermal,,,,1,0.0
Toravi,3,2,1,20.0,110.0,7.509719289,16.8220621,75.6458195,thermal,,,,1,0.0
Tubinakere,198,1,197,,150.4263959390863,52.77947416,12.491768500000001,76.8015381,thermal,,,,5,0.0
Tuminakatte,6,6,0,10.0,,86.09668624,14.4152717,75.6116748,hydro,,,,3,0.016926070502222303
Tumkur,242,23,219,90.78947368421052,209.3827160493827,63.64030118,13.4812089,77.045091,thermal,,,,4,0.0
Tyavaagi,75,3,72,12.5,85.25,119.7284129,14.248176999999998,75.8833449,thermal,,,,3,0.0
UPCL,21,0,21,,280.0,16.89778764,13.160576599999999,74.8044899,thermal,,,,3,0.0
Udakeri,11,0,11,,110.0,46.26786953,15.7187184,74.9025051,thermal,,,,2,0.0
Udyambag,202,7,195,17.142857142857142,109.49230769230769,12.96607956,15.8204634,74.4840947,thermal,,,,3,0.0
Ugar,52,6,46,15.0,110.0,54.18735239,16.6629219,74.8197658,thermal,,,,2,0.0
Ugar Sugars,6,0,6,,110.0,53.92426377,16.7500767,76.4980525,thermal,,,,2,0.0
Ujani,5,2,3,,66.0,120.68607969999998,18.0721478,75.1193606,thermal,,,,3,0.007691835312860536
Ujjini,25,0,25,,66.0,156.126266,14.7333205,76.2886344,thermal,,,,2,0.0
Umachagi,19,1,18,10.0,116.11111111111111,21.0127558,14.813290999999998,74.8372539,thermal,,,,3,0.0
Uttur,103,19,84,19.02777777777778,93.76190476190476,76.29671312,16.3141143,75.2241627,hydro,,,,6,0.005902613159794681
VIdyanagara Substation,1,0,1,,66.0,4.390451629,13.1529069,77.6314947,thermal,,,,1,0.0
Vadgaon,14,8,6,13.75,110.0,11.26902558,15.8273934,74.5272181,thermal,,,,3,0.0
Vajamangala,91,4,87,12.5,119.10344827586206,73.4818275,12.3075089,76.73468,thermal,,,,4,0.0
Vajrabandi,1,0,1,,110.0,133.7666186,15.6704918,76.1082777,thermal,,,,1,0.0
Vajramatti,155,26,129,16.923076923076923,181.62790697674419,67.72116628,16.2944649,75.3823462,thermal,,,,3,0.0
Valkamdinni,1,0,1,,110.0,103.20677,15.913036,76.8863459,thermal,,,,1,0.0
Varahi,175,6,169,,220.0,80.30710636,13.7029772,74.9991632,thermal,,,,3,0.0
Venkatagiri,16,3,13,,110.0,166.8057613,15.4644134,76.448949,thermal,,,,3,0.0
Vestas,1,0,1,,220.0,146.9081587,14.3509853,76.1765968,thermal,,,,1,0.0
Victoria Hospital Substation,2,0,2,,66.0,0.875873348,12.9642082,77.5729734,thermal,,,,1,0.0
Vidyanagar,89,0,89,,66.0,59.12763526,12.5233586,75.015832,thermal,,,,4,0.0
Vijaya Nagar,7,0,7,,66.0,2.648226149,12.9802248,77.5363072,thermal,,,,1,0.0
Vijayapura,14,0,14,,121.0,14.81403527,13.298314,77.7969167,thermal,,,,5,0.02233673714136757
Vijaynagar Sugars,1,0,1,,66.0,121.7768032,15.085892,75.8690705,thermal,,,,1,0.0
Vikas Tech Park Substation,34,0,34,,165.64705882352942,2.42090323,12.9307068,77.6967296,thermal,,,,3,0.0
Virajpet,12,0,12,,60.5,85.58385014,12.201107900000002,75.8137792,thermal,,,,2,0.0
Wadgera,1,0,1,,110.0,28.72672052,16.5531026,77.0977482,thermal,,,,1,0.0
Yadawad,17,11,6,17.272727272727273,110.0,77.16007837,16.2370106,75.1761388,thermal,,,,2,0.0
Yagathi,1,0,1,,110.0,100.6681507,13.6225847,76.1477565,hydro,,,,1,0.0
Yallammanawadi,29,18,11,17.77777777777778,110.0,53.78317466,16.6919228,75.2266646,thermal,,,,3,0.0
Yaragatti,21,13,8,20.0,110.0,53.49528014,15.963896300000002,75.0281504,thermal,,,,2,0.0
Yelahanka,6,0,6,,66.0,8.300609766,13.0986592,77.5703167,thermal,,,,1,0.0
Yelanduru,50,1,49,,66.0,86.12385196,12.046363,77.0351033,thermal,,,,3,0.0
Yelburga,1,0,1,,110.0,135.0930249,15.624798,75.9799952,thermal,,,,1,0.0
Yeragera,3,0,3,,110.0,86.04764762999999,16.0796921,77.4185061,thermal,,,,1,0.0
Zhalki,139,139,0,17.769784172661872,,49.71142732,17.2522254,75.8024914,thermal,,,,3,0.0
nan,51,16,34,100.0,220.0,,,,thermal,,,,52,0.06739052522211554
